"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5074","Create tenant for the Admin Applicatrion and Launch the application using chrome browser","","2026-04-13","passed","2026-04-13","","","",""
